UID,p0,p1,recipe,p0_valid_actions,p1_valid_actions,p0_total_actions,p1_total_actions,free_ride_index,alternation_rate
2025-08-19_09-55-40,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,0,0,0,0.000000,0.000000
2025-08-19_09-56-29,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,2,2,2,1.000000,0.000000
2025-08-19_09-57-40,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,3,2,13,1.000000,0.000000
2025-08-19_10-07-42,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,0,0,0,0.000000,0.000000
2025-08-19_10-08-06,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,0,0,0,0.000000,0.000000
2025-08-19_10-08-30,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,0,0,0,0.000000,0.000000
2025-08-19_10-08-59,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,2,2,2,1.000000,0.000000
2025-08-19_10-10-22,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,4,6,13,1.000000,0.000000
2025-08-19_10-15-42,Qwen3-8B,Qwen3-4B,boiled_corn_slices,0,0,0,0,0.000000,0.000000
2025-08-19_11-50-59,Qwen3-8B,Qwen3-8B,boiled_corn_slices,0,0,0,0,0.000000,0.000000
2025-08-19_11-51-31,Qwen3-8B,Qwen3-8B,boiled_corn_slices,1,0,1,0,1.000000,0.000000
2025-08-19_11-53-50,Qwen3-8B,Qwen3-8B,boiled_corn_slices,1,4,12,17,0.600000,0.250000
2025-08-19_12-00-16,Qwen3-8B,Qwen3-8B,boiled_corn_slices,0,0,0,0,0.000000,0.000000
2025-08-19_12-01-17,Qwen3-8B,Qwen3-8B,boiled_corn_slices,0,4,3,11,1.000000,0.000000
2025-08-19_12-06-23,Qwen3-8B,Qwen3-8B,boiled_corn_slices,1,4,8,11,0.600000,0.250000
2025-08-19_12-30-47,Qwen3-8B,Qwen3-8B,boiled_corn_slices,1,0,13,0,1.000000,0.000000
2025-08-19_12-33-36,Qwen3-8B,Qwen3-8B,boiled_corn_slices,1,0,3,0,1.000000,0.000000
2025-08-19_12-36-05,Qwen3-8B,Qwen3-8B,boiled_corn_slices,0,2,2,6,1.000000,0.000000
2025-08-19_12-38-48,Qwen3-8B,Qwen3-8B,boiled_corn_slices,1,4,8,13,0.600000,0.250000
