UID,p0,p1,recipe,p0_valid_actions,p1_valid_actions,p0_total_actions,p1_total_actions,free_ride_index,alternation_rate
2025-08-27_03-11-47,Qwen3-1.7B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,1,4,3,8,0.600000,0.250000
2025-08-27_04-28-44,Qwen3-1.7B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,2,2,6,11,0.000000,0.666667
2025-08-27_04-57-26,Qwen3-1.7B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,1,2,1,11,0.333333,1.000000
2025-08-27_06-02-12,Qwen3-1.7B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,0,2,1,4,1.000000,0.000000
2025-08-27_06-40-26,Qwen3-1.7B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,0,3,1,8,1.000000,0.000000
2025-08-27_07-57-58,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,0,2,1,4,1.000000,0.000000
2025-08-27_08-33-09,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,2,3,8,21,0.200000,0.500000
2025-08-27_08-57-42,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,0,5,47,13,1.000000,0.000000
2025-08-27_09-37-19,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,0,3,2,6,1.000000,0.000000
2025-08-27_09-59-04,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,0,3,3,19,1.000000,0.000000
2025-08-27_10-50-54,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,4,6,25,0.600000,0.500000
2025-08-27_11-35-02,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_11-35-59,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,6,8,15,0.714286,0.333333
2025-08-27_11-55-35,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-27_11-56-52,Qwen3-1.7B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,2,3,9,11,0.200000,0.250000
2025-08-26_15-45-54,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,3,59,11,1.000000,0.000000
2025-08-26_16-40-03,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,3,11,8,1.000000,0.000000
2025-08-26_17-46-35,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,7,3,10,1.000000,0.000000
2025-08-26_19-10-36,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-26_19-12-24,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,3,86,8,1.000000,0.000000
2025-08-26_19-22-40,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,3,1,8,1.000000,0.000000
2025-08-26_20-27-59,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_20-29-27,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,3,41,26,1.000000,0.000000
2025-08-26_21-19-24,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,2,2,11,17,0.000000,0.666667
2025-08-26_22-28-16,Qwen3-1.7B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,1,2,1,4,0.333333,1.000000
2025-08-26_21-18-50,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,0,3,63,9,1.000000,0.000000
2025-08-26_22-09-08,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,2,39,17,0.333333,1.000000
2025-08-26_23-16-43,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,3,1,5,0.500000,0.666667
2025-08-26_23-20-04,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-21-49,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,2,4,7,18,0.333333,0.600000
2025-08-26_23-54-08,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,3,3,13,0.500000,0.333333
2025-08-27_01-04-14,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,1,3,3,0.000000,1.000000
2025-08-27_01-12-52,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,3,2,34,13,0.200000,0.500000
2025-08-27_01-57-49,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,2,3,12,10,0.200000,1.000000
2025-08-27_02-50-57,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,5,5,5,0.666667,0.400000
2025-08-26_15-45-54,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,4,7,6,28,0.272727,0.400000
2025-08-26_17-10-22,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,0,1,0,1.000000,0.000000
2025-08-26_18-48-02,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,0,2,3,13,1.000000,0.000000
2025-08-26_20-04-54,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,0,3,27,13,1.000000,0.000000
2025-08-26_21-06-39,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_21-09-19,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,1,3,3,0.000000,1.000000
2025-08-26_21-13-29,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,1,3,2,0.000000,1.000000
2025-08-26_22-12-46,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,2,2,8,4,0.000000,1.000000
2025-08-26_23-30-15,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,0,3,5,30,1.000000,0.000000
2025-08-27_00-35-48,Qwen3-1.7B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,1,5,3,10,0.666667,0.200000
2025-08-26_22-37-11,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,2,1,2,1.000000,0.000000
2025-08-26_22-51-59,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,1,25,5,1.000000,0.000000
2025-08-26_23-25-05,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,1,2,4,4,0.333333,0.500000
2025-08-26_23-55-20,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,3,4,14,7,0.142857,0.166667
2025-08-27_00-23-22,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,2,1,2,1.000000,0.000000
2025-08-27_00-44-53,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,1,1,4,1.000000,0.000000
2025-08-27_00-52-04,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,2,1,2,1.000000,0.000000
2025-08-27_00-59-01,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,1,1,3,1.000000,0.000000
2025-08-27_01-15-11,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,1,0,1,1.000000,0.000000
2025-08-27_01-50-39,Qwen3-1.7B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,1,1,4,1.000000,0.000000
2025-08-26_15-45-54,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,3,2,6,1.000000,0.000000
2025-08-26_16-27-10,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,7,78,0.000000,1.000000
2025-08-26_17-00-01,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,2,2,2,1.000000,0.000000
2025-08-26_17-04-21,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,1,71,5,1.000000,0.000000
2025-08-26_17-15-25,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,2,3,0.000000,1.000000
2025-08-26_17-25-22,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,2,67,5,1.000000,0.000000
2025-08-26_17-39-05,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,1,0,3,1.000000,0.000000
2025-08-26_18-06-39,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,1,1,1,1.000000,0.000000
2025-08-26_18-08-04,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_18-09-45,Qwen3-1.7B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,1,1,3,1.000000,0.000000
2025-08-26_18-15-14,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,3,4,12,0.500000,0.333333
2025-08-26_18-41-52,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,1,57,5,1.000000,0.000000
2025-08-26_18-59-00,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_19-00-19,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,1,1,3,1.000000,0.000000
2025-08-26_19-31-58,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,2,0,3,0,1.000000,0.000000
2025-08-26_20-04-11,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_20-05-08,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,1,4,5,1.000000,0.000000
2025-08-26_20-19-08,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_20-20-08,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,3,8,11,1.000000,0.000000
2025-08-26_20-46-12,Qwen3-1.7B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,1,1,2,1.000000,0.000000
2025-08-26_15-45-54,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-26_15-46-43,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,3,1,3,1.000000,0.000000
2025-08-26_16-15-54,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,2,1,8,57,0.333333,0.500000
2025-08-26_16-30-25,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,1,5,46,0.000000,1.000000
2025-08-26_16-49-46,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,3,5,9,0.500000,0.666667
2025-08-26_17-13-51,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,1,0,1,1.000000,0.000000
2025-08-26_17-53-17,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,2,9,11,0.333333,0.500000
2025-08-26_18-10-10,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,3,4,6,0.500000,0.666667
2025-08-26_18-48-13,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-26_18-49-31,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,1,2,3,0.000000,1.000000
2025-08-26_19-06-50,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,0,3,1.000000,0.000000
2025-08-26_19-38-52,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,1,0,1,0,1.000000,0.000000
2025-08-26_19-40-52,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,0,1,1.000000,0.000000
2025-08-26_20-18-58,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,0,1,1.000000,0.000000
2025-08-26_20-57-52,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,2,3,1.000000,0.000000
2025-08-26_21-33-56,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,3,6,1.000000,0.000000
2025-08-26_21-34-37,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,1,1,1.000000,0.000000
2025-08-26_21-36-13,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,2,3,1.000000,0.000000
2025-08-26_22-08-51,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,2,2,10,6,0.000000,0.333333
2025-08-26_22-36-09,Qwen3-1.7B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_15-45-54,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,1,2,3,8,0.333333,0.500000
2025-08-26_16-30-10,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,0,3,3,11,1.000000,0.000000
2025-08-26_17-40-58,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,0,7,4,22,1.000000,0.000000
2025-08-26_18-16-24,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,0,3,3,13,1.000000,0.000000
2025-08-26_19-31-50,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,0,2,3,11,1.000000,0.000000
2025-08-26_20-32-47,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,0,5,92,10,1.000000,0.000000
2025-08-26_21-02-05,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,2,2,2,4,0.000000,0.666667
2025-08-26_21-20-25,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,3,8,8,23,0.454545,0.300000
2025-08-26_21-52-18,Qwen3-1.7B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,1,2,3,6,0.333333,0.500000
2025-08-26_21-57-30,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_21-58-44,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,2,3,9,16,0.200000,1.000000
2025-08-26_22-52-32,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,1,2,2,13,0.333333,0.500000
2025-08-26_23-27-10,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-28-35,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,1,2,4,6,0.333333,1.000000
2025-08-27_00-25-30,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,1,2,6,10,0.333333,0.500000
2025-08-27_00-46-13,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_00-48-03,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_00-49-11,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,0,5,3,15,1.000000,0.000000
2025-08-27_01-50-50,Qwen3-1.7B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,2,5,4,14,0.428571,0.666667
2025-08-27_02-31-37,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,3,2,6,8,0.200000,0.750000
2025-08-27_02-39-10,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,0,5,7,14,1.000000,0.000000
2025-08-27_03-00-50,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,3,3,14,0.200000,0.500000
2025-08-27_04-11-07,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-27_04-13-28,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,3,3,7,0.500000,0.666667
2025-08-27_04-19-46,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_04-20-58,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,6,94,18,0.500000,0.142857
2025-08-27_05-01-06,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,0,1,0,1.000000,0.000000
2025-08-27_06-07-55,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_06-09-08,Qwen3-1.7B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,5,5,11,0.666667,0.400000
2025-08-26_23-54-29,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,4,7,6,21,0.272727,0.500000
2025-08-27_00-24-28,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,0,2,1,3,1.000000,0.000000
2025-08-27_00-26-18,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,0,3,3,3,1.000000,0.000000
2025-08-27_01-31-20,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,2,2,3,10,0.000000,0.666667
2025-08-27_02-28-58,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,0,3,1,3,1.000000,0.000000
2025-08-27_02-32-08,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,0,0,0,0,0.000000,0.000000
2025-08-27_02-33-08,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,0,2,1,8,1.000000,0.000000
2025-08-27_03-37-33,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,1,2,6,4,0.333333,1.000000
2025-08-27_04-47-49,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,0,4,3,9,1.000000,0.000000
2025-08-27_05-45-17,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,0,2,2,8,1.000000,0.000000
2025-08-27_05-53-38,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,1,7,11,17,0.750000,0.285714
2025-08-27_06-44-09,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,1,1,1,3,0.000000,1.000000
2025-08-27_06-47-36,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-27_06-50-08,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,1,1,5,8,0.000000,1.000000
2025-08-27_07-03-38,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,1,1,5,71,0.000000,1.000000
2025-08-27_07-27-40,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,1,6,3,9,0.714286,0.333333
2025-08-27_07-50-28,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-27_07-52-04,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,5,9,15,1.000000,0.000000
2025-08-27_08-49-37,Qwen3-1.7B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,1,2,2,6,0.333333,0.500000
2025-08-26_19-53-39,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,2,2,16,1.000000,0.000000
2025-08-26_19-58-20,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,1,4,4,40,0.600000,0.500000
2025-08-26_20-56-19,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,3,2,11,11,0.200000,0.750000
2025-08-26_21-40-52,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,3,8,6,37,0.454545,0.300000
2025-08-26_22-17-24,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,2,1,6,1.000000,0.000000
2025-08-26_23-14-42,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,1,1,2,67,0.000000,1.000000
2025-08-26_23-48-18,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,2,5,17,1.000000,0.000000
2025-08-27_00-00-33,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,1,1,12,23,0.000000,1.000000
2025-08-27_00-31-43,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-27_00-33-46,Qwen3-1.7B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,2,3,6,14,0.200000,0.500000
2025-08-27_01-19-36,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,0,3,80,7,1.000000,0.000000
2025-08-27_01-36-52,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,1,2,1,3,0.333333,1.000000
2025-08-27_02-27-54,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,0,2,1,5,1.000000,0.000000
2025-08-27_02-46-41,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,1,2,4,57,0.333333,0.500000
2025-08-27_03-32-42,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,0,3,14,17,1.000000,0.000000
2025-08-27_04-02-10,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,0,2,2,18,1.000000,0.000000
2025-08-27_04-19-11,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,2,2,9,6,0.000000,0.333333
2025-08-27_04-38-43,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,0,3,3,10,1.000000,0.000000
2025-08-27_04-55-58,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,0,3,3,24,1.000000,0.000000
2025-08-27_05-38-15,Qwen3-1.7B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,2,6,12,19,0.500000,0.142857
2025-08-26_15-45-58,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,3,1,5,5,0.500000,0.333333
2025-08-26_15-49-45,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,2,3,9,38,0.200000,0.500000
2025-08-26_16-38-38,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,0,2,1,6,1.000000,0.000000
2025-08-26_17-26-53,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,4,30,29,0.600000,0.500000
2025-08-26_17-59-52,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,0,3,3,10,1.000000,0.000000
2025-08-26_18-27-53,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,6,4,28,0.714286,0.333333
2025-08-26_19-15-04,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,3,11,23,0.500000,0.666667
2025-08-26_19-53-40,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_19-54-48,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,0,2,2,14,1.000000,0.000000
2025-08-26_20-36-38,Qwen3-1.7B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,3,12,47,0.500000,0.666667
2025-08-26_15-51-27,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,1,1,1,3,0.000000,1.000000
2025-08-26_15-52-57,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,0,2,3,8,1.000000,0.000000
2025-08-26_16-17-21,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,1,2,4,14,0.333333,0.500000
2025-08-26_16-41-01,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,1,3,3,18,0.500000,0.666667
2025-08-26_17-35-12,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,1,3,5,10,0.500000,0.333333
2025-08-26_18-22-18,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,1,4,3,26,0.600000,0.500000
2025-08-26_19-20-17,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,2,7,10,26,0.555556,0.500000
2025-08-26_20-01-35,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,0,2,1,3,1.000000,0.000000
2025-08-26_20-03-36,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,0,2,1,3,1.000000,0.000000
2025-08-26_20-05-05,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_corn_stew,1,1,5,9,0.000000,1.000000
2025-08-26_15-45-57,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,0,1,2,11,1.000000,0.000000
2025-08-26_15-52-06,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,1,7,5,18,0.750000,0.285714
2025-08-26_16-38-05,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,0,1,1,15,1.000000,0.000000
2025-08-26_16-40-59,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_16-42-17,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,1,3,8,49,0.500000,0.333333
2025-08-26_17-13-18,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,2,5,11,27,0.428571,0.166667
2025-08-26_17-52-13,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,0,4,3,30,1.000000,0.000000
2025-08-26_18-03-08,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,0,2,9,55,1.000000,0.000000
2025-08-26_19-03-25,Qwen3-1.7B,Qwen3-8B,sliced_bell_pepper_and_lentil_stew,1,9,7,22,0.800000,0.111111
2025-08-26_15-45-56,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,1,4,14,16,0.600000,0.500000
2025-08-26_16-18-23,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,5,2,12,10,0.428571,0.500000
2025-08-26_16-36-35,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-26_16-39-12,Qwen3-32B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,5,2,12,7,0.428571,0.333333
